claim_id,claim
321,Video shows Robert Kennedy Jr. promoting a diabetes cure.
322,Video shows Robert Kennedy Jr. promoting a diabetes cure.
323,Video shows President Donald Trump saying Mexicans call him “peachy cool arrow.”
324,“Al patinador artístico estadounidense Jon Maravilla se le negó el embarque en el vuelo de American Airlines (hacía Washington D.C.) que posteriormente colisionó con un helicóptero”.
325,Federal websites updated with a nine-star flag that represents the Confederacy.
326,"From the U.S. Agency for International Development funding, “10 to 30 cents on the dollar is what actually goes to aid.”"
327,"Video shows a missile crashed in a Philadelphia neighborhood Jan. 31, not a jet."
328,"“U.S. figure skater Jon Maravilla was reportedly prevented from boarding a doomed flight to Washington, D.C.”"
329,"“El gobernador de California le ha dejado las cosas bien claras a Donald Trump que si llega a deportar a los inmigrantes que viven en California el estado independizara de Estados Unidos y se unirá con México""."
330,"Mexico’s President Claudia Sheinbaum said, “I’m confused. I keep hearing everyone from America saying that my country is sending felons and (rapists) into their country. We thought that was encouraged … considering that’s what they chose to be their president.”"
331,"“The Trump administration is giving each and every adult in America $18,000.”"
332,Ukrainian President Volodymyr Zelenskyy “just threw the whole Ukraine money laundering operation under the bus … by stating he’s received less than half of the over $177 billion in aid sent by the United States.”
333,“Melania wins $900 million ‘defamation lawsuit’ against The View & Sunny Hostin.”
334,"Says White House Press Secretary Karoline Leavitt said, “Jesus didn’t have electricity and he did just fine.”"
335,Video shows “airplane crash with helicopter in Washington D.C.”
336,Ukrainian officials released list of “kickbacks” given to 18 U.S. politicians.
337,CNN reported on the Potomac River plane and helicopter crash “hours before it happened.”
338,“Elon Musk shocks the world by blocking Pride on X forever: ‘Children must come first.’”
339,"The National Human Trafficking Hotline “in the last four years decided that they would no longer report tips to law enforcement, that they would take a more victim-centered approach.”"
340,We’re one of the very few nations that allowed birthright citizenship.”
341,The Black Hawk helicopter involved in the American Airlines crash “was being controlled remotely.”
342,"Video shows a dam breaking Sept. 28, 2024, in North Carolina."
343,"Photo shows “a dangerous serial killer” named Jaden Williams in Monroe, Louisiana."
344,"“1,500 IRS agents have submitted letters of resignation after Trump announced he would put 90,000 superfluous IRS personnel on border patrol.”"
345,Photo shows Black Hawk helicopter pilot in fatal crash worked for years with President Joe Biden at the White House.
346,"A Jan. 6, 2021, U.S. Capitol rioter pardoned by President Donald Trump was “killed when she used her 2A rights with a shotgun while being served for eviction.”"
347,“A dangerous Hispanic couple” is “on the run after killing 3 female police officers.”
348,Video shows “Donald Trump just announced that America will no longer give visas to Nigerians.”
349,“Donald Trump is reportedly furious with Elon Musk for convincing him to push out the head of the FAA because Musk was mad SpaceX got fined last September by the FAA for license violations.”
350,Imagen muestra a oficiales de inmigración arrestando a un hombre vestido con una camisa de “Latinos for Trump 2024”.
351,“I changed the Obama policy (on hiring air traffic controllers) ... And then Biden came in and he changed it.”
352,“ICE just announced it is pausing the hotline where people can call to report undocumented immigrants because 90% of the calls are from people reporting Elon Musk.”
353,“The Episcopal Archdiocese of Washington has removed” Bishop Mariann Budde “from the National Cathedral.”
354,“Pilot of Blackhawk helicopter that crashed into passenger jet at Reagan National was a transgender woman named Jo Ellis.”
355,"“As a Californian, we have given more to the recovery of other states than any other state in the union.”"
356,The U.S. has an egg shortage because the “Biden administration and the Department of Agriculture directed the mass killing of more than 100 million chickens.”
357,"Says Treasury Secretary Scott Bessent posted on X, “I’m committed to eliminating income taxes, replacing them with a fair consumption tax, and adopting gold-backed currency.”"
358,A video shows “people around the world” who are “protesting because Donald Trump is the president.”
359,“Biden pardons are unconstitutional! 7th Circuit Court Judge Joseph Barron ruled that there is no provision to pardon someone who hasn’t been formally charged.”
360,“Pfizer just released its list of side effects of its COVID-19 vaccine.”
361,“The VIP on the Black Hawk helicopter that crashed was Barack Obama.”
362,Image shows immigration officers arresting someone wearing a “Latinos for Trump 2024” shirt in 2025.
363,"Images show a “beautiful baby boy, estimated to be between 7 months to a year old … found dumped by the roadside” in January 2025."
364,Robert F. Kennedy Jr. “made $2.5 million off suing one of the entities that (he would be regulating) and plans to keep getting a take of every lawsuit in the future.”
365,“DOGE and OMB also found that there was about to be $50 million taxpayer dollars that went out the door to fund condoms in Gaza.”
366,"“JD Vance is in North Carolina, and he’s found furnished apartments to put the people in that have been living in tents.”"
367,Reps. Alexandria Ocasio-Cortez and Jamie Raskin “have filed articles of impeachment against President Trump for pardoning the J6 prisoners.”
368,“Gavin Newsom directed the removal of Elon Musk from the command post and ordered Cal Fire firefighters to return donated starlinks.”
369,"Says Eric Trump post on X, “Any and all who dare to defy the American Golden Age, heed this warning: You WILL lose. Tow the line, or we WILL run you down!”"
370,North Carolina Republicans “took money out of western North Carolina” with Hurricane Helene relief bill.
371,"“Under Trump's executive order, every single person in America is now legally classified as female.”"
372,“President Trump just announced full nationwide concealed carry reciprocity.”
373,Image shows President Donald Trump’s response “to Selena Gomez’ meltdown.”
374,"“The Fraternal Order of Police, the largest police union in the country, just released a statement rescinding their endorsement of President Trump.”"
375,“Serial killer Ryan Edward … is on the run after killing 3 female police officers.”
376,“El presidente Donald Trump acaba de firmar una orden ejecutiva que prohíbe la residencia permanente a inmigrantes que se casen con un ciudadano estadounidense”.
377,"“Elon Musk confirms he will spend a massive amount to acquire MSNBC, vows to fire Joy Reid to ‘end toxicity.’”"
378,Wisconsin makes it more difficult for its citizens to vote than almost any state in the nation.
379,A proposed constitutional amendment “would allow anyone to run for a 3rd term. Including — Barack Obama.”
380,“BREAKING NEWS: Michael Jordan calls for ban on pride flag in sports and US school system.”
381,"President Donald Trump signed an executive order to replace the IRS with the External Revenue Service, eliminating tax returns and income tax."
382,The words “help” and “trafico” in a Google Maps aerial view of Los Angeles are connected to human trafficking.
383,"“Whoopi Goldberg, Megan Rapinoe and Taylor Swift decide to leave the United States.”"
384,President Donald Trump’s birthright citizenship executive order would affect former Vice President Kamala Harris’ citizenship status.
385,"Photos show Jeffrey Thomas, a “serial killer on the loose.”"
386,“The removal of birthright citizenship only applies to the children of those that are here ILLEGALLY.”
387,“The U.S. Senate has the votes to remove Trump from office if the House votes to impeach.”
388,"After President Donald Trump took office, the U.S. government approved a 2025 $1,000 stimulus program for all Americans."
389,Video shows “roads heading to Mexico are jam packed as mass deportations have started.”
390,“FEMA has been directed back to North Carolina with $2 billion in emergency funds: ‘We transferred it from the programs that fund welfare for illegals. They don’t be needing it.’”
391,President Donald Trump declared “a state of emergency in Florida because of snow.”
392,“CBS Evening News” anchor Norah O’Donnell was fired.
393,"The U.S. House Select Committee that investigated the Jan. 6, 2021, attack on the U.S. Capitol “deleted and destroyed all of the information that they collected over two years.”"
394,"Video muestra a inmigrantes en México que ""se dirigen al punto de control en el Paso Texas con el objetivo de entrar a la fuerza hacia los Estados Unidos debido a que aplicación CBP One quedó fuera de servicio""."
395,“Fani Willis has just confessed to collusion with J6 committee.”
396,Image shows President Donald Trump responding to a picture rapper Ye drew of them.
397,Sen. John Fetterman is leaving the Democratic Party.
398,"President Donald Trump ""just reversed all the cost caps Biden negotiated for anyone on Medicare or Medicaid."""
399,Elon Musk posted on X that the MAGA movement will “succeed in all the ways Nazi Germany failed to.”
400,Former President Joe Biden “pardoned Michael Byrd.”
401,"""Our nation’s tallest mountain … has been called Denali for thousands of years."""
402,Video shows Robert F. Kennedy Jr. promoting an alternative diabetes treatment.
403,“ICE has released the tip hotline to turn in illegal immigrants. They paying $750 for each illegal immigrant.”
404,"Voter ID ""is supported, if you look at any poll, by 70 to 80% of the public."""
405,"After the inauguration, Meta forced users to follow President Donald Trump and Vice President JD Vance on Facebook, Instagram and Threads."
406,"""La nueva ley de apoyo infantil de Donald Trump...si recibes manutención infantil ya no podrás reclamar al niño en tus impuestos, solo la persona que está pagando la manutención puede""."
407,“The Equal Rights Amendment has become part of our Constitution.”
408,Former President Joe Biden’s farewell address was prerecorded and the event livestream shows “his handlers queuing it up.”
409,Video shows “The Simpsons” predicted the Los Angeles wildfires.
410,Videos show that President Donald Trump admitted to rigging the 2024 election during his preinauguration day rally.
411,"""Llego la ayuda Mexicana a California"" para combatir los incendios."
412,"Video shows a “group of South African firefighters who have landed in Canada to make their way to LA, to help.”"
413,"“Whoopi Goldberg’s mansion in Los Angeles was destroyed in a wildfire, with damages estimated at millions of dollars.”"
414,“Trump passed a new law that whoever is paying the child support will get to declare those children on their taxes.”
415,California wildfires have “nothing to do with climate change.”
416,Second lady Usha Vance “will have her citizenship revoked if (President Donald) Trump signs his executive order banning birthright citizenship.”
417,The United States is the only country with unrestricted birthright citizenship.
418,Imágenes muestran animales heridos en los incendios de Los Ángeles.
419,President-elect Donald Trump posted on X that he is “purchasing TikTok.”
420,Buncombe County “is still demanding property taxes on homes destroyed by Hurricane Helene based on pre-Helene assessments that no longer apply.”
421,“All three California wild fires seem to start at the same time!”
422,“Jimmy Kimmel just announced that his show will end on January 20th … he’s leaving for Canada and says he’s ‘never coming back.’”
423,Video shows Mexican firefighters going to help with California fires.
424,"Amazon, Google, Meta, Microsoft, Apple and Uber haven’t donated anything toward LA fire relief, but Taylor Swift donated $10 million."
425,Los Angeles wildfires are part of a Hollywood conspiracy to cover up evidence related to Sean “Diddy” Combs.
426,“Bomberos que combaten los incendios en Los Ángeles sostienen imagen de Nuestra Madre Santísima”.
427,"“So (Los Angeles), Hollywood, and California (get) 100% aid for the next 180 days while Western North Carolina got $750.”"
428,On banning TikTok
429,"Video clips show “wildfires in Los Angeles, California.”"
430,“El Departamento de Bomberos de Los Ángeles está utilizando bolsos de mujer para recoger agua en su lucha contra el incendio”.
431,“El ejército de Los Estados Unidos se encuentra preparado para entrar a Venezuela a derrocar la dictadura de Nicolás Maduro”.
432,The Biden administration is offering only “$770 for people who lost everything” in the Los Angeles wildfires.
433,“The FBI has arrested the owner of the company responsible for the fires in Los Angeles.”
434,Trees still standing amid wildfire damage in the Los Angeles area are evidence of directed energy weapons.
435,Photo shows Elon Musk and Taylor Swift visiting “production facilities” for an energy-saving device.
436,Video shows “Israeli tourists celebrating” the Los Angeles wildfires.
437,An image shows Robert Redford’s Oscar statuette destroyed in the Los Angeles wildfires.
438,“If they wanted to stop the fires they would make it rain.”
439,“Oprah Winfrey announces she will leave America before January 20.”
440,"“After 30 years of Wisconsin’s checking account running a deficit, we've ended every fiscal year I've been governor with a positive balance. Today, we have a $4.5 billion positive balance, and a record-high balance in our state savings account."""
441,“The LAFD are using women’s handbags to hold water to put out fires.”
442,Says President-elect Donald Trump posted on X that he will “be giving Staten Island to New Jersey.”
443,California Gov. Gavin Newsom and California Democrats “literally decriminalized looting.”
444,"“​​Oregon sent 60 fire trucks to California to help with the fires, but they’re being held in Sacramento for emissions testing.”"
445,The Los Angeles wildfires were planned in preparation for the 2028 Olympics.
446,"“One billionaire couple owns almost all the water in California."""
447,“P Diddy’s California mansion has been completely consumed by fire.”
448,Imagen muestra “casa de familia católica salió intacta del incendio” en California en enero de 2025.
449,Los incendios en California “han llegado a Tijuana en la entrada de villa del campo en los cerros”.
450,Video shows people in Los Angeles looting from homes during wildfires.
451,A photo shows a Christian’s home that “miraculously survived Los Angeles wildfire.”
452,Image shows former President Barack Obama was born in Kenya.
453,Esta imagen muestra los incendios en California de enero 2025.
454,“Blue items that survive” California wildfires are “indicative of DEW's (Directed Energy Weapons).”
455,Imagen muestra el letrero de Hollywood en California en llamas el 8 de enero de 2025.
456,Video shows a man saving a bunny during the 2025 Los Angeles fires.
457,Image shows the Hollywood sign was on fire as of Jan. 8.
458,Video shows Dr. Mehmet Oz and rapper Snoop Dogg promoting treatment for chronic lung diseases.”
459,Video shows directed energy weapons starting fires in California.
460,McQueen High School in Nevada issued a “masturbation notice” to students.
461,Actor Tom Hanks died in a “fatal car accident.”
462,“FEMA spent billions on illegal immigrants and now has no money for California!”
463,California wildfires “are a deliberate criminal land grab in preparation for Agenda 2030 and smart cities.”
464,"“Beyoncé alleges Diddy has been secretly hiding Michael Jackson, who faked his death.”"
465,The Los Angeles Police Department is “looking for three ‘persons of interest’ all tied to a MAGA website who were spotted at the source of all three major LA fires.”
466,“China declara estado de emergencia por brote masivo de virus mortales”.
467,"""Acaban declarar inocente a Sebastian Zapeta”, el hombre acusado de prender en llamas a una mujer en el metro de Nueva York."
468,"Says Elon Musk said, “The Boeing Starliner’s stranded astronauts are not with us anymore,” and “they won’t come back.”"
469,“Mark Cuban shifts company from Texas to California: ‘Can’t operate in red states.’”
470,“DEAL DONE: New Orleans Saints owner Gayle Benson make(s) a handshake deal of $789.5 million contract with former Saints QB Drew Brees as new general manager following Mickey Loomis departure…”
471,Video shows Sean “Diddy” Combs “riding a bike in jail.”
472,"President Joe Biden rescinded a Medal of Freedom given to Trump’s “campaign manager, Bradley Birkenfeld, in 2021.”"
473,China has “a mystery disease outbreak” and has declared a “state of emergency.”
474,“They’re still counting the (2024 election) vote in some areas.”
475,“Elon Musk has just acquired Boeing.”
476,"Video shows U.S. Rep. Nancy Pelosi, D-Calif., falling."
477,"Mike McCarthy “to take over as Head Coach for the San Francisco 49ers."""
478,"El doctor Juan Rivera revela ""un nuevo truco natural"" con ajo y limón para la diabetes."
479,"Mitchell County, North Carolina, sheriff’s deputies “stole” generators intended for Hurricane Helene victims."
480,“They still haven’t cracked” Thomas Matthew Crooks’ phone.
481,Photo shows a child “found” in several cities.
482,“22 states will not be certifying the (2024) election.”
483,"“BREAKING: A second attack in New Orleans has been uncovered, police are searching.”"
484,"“Trump won 18-to-24-year-olds in Wisconsin."""
485,"""En Shanghai, se incendió ayer una bodega de la firma Temu”."
486,“Ella es Amelia Carter un hombre le prendió fuego mientras dormía en el tren de Nueva York”.
487,Photo shows a large Temu warehouse in China “went up in flames.”
488,"Video shows “Fort Worth, Texas pileup, January (1st), 2025.”"
489,"Queen Consort Camilla revealed that she was ""born a man.”"
490,“The subway burning victim's name was Amelia Carter.”
491,“There's never been a placebo-controlled study on childhood vaccines.”
492,"“The true nature of cancer is a parasite, hence why, Ivermectin, in conjunction with mebendazole, and (fenbendazole) is so effective.”"
493,Video shows CNN reporting that Pfizer representatives set Barbara O’Neill’s car on fire “for discovering an anti-diabetes method.”
494,"RFK Jr. posted on X that, “Effective January 20th, all Genetically Modified Organisms (GMOs) will be BANNED in the United States.”"
495,"President Jimmy Carter verbatim said, “evangelical Christianity has been hijacked by people who would have given Jesus himself the boot if he knocked on their door.”"
496,“Bill Gates will be implanting digital IDs in newborns in Kenya.”
497,“The referees in the (Dec. 15) game between the Philadelphia Eagles and the Pittsburgh Steelers have been suspended after the match revealed that the officials overlooked numerous errors by the Eagles.”
498,"We’ve created 732,000 jobs since I've been governor."
499,"Residents in states across the U.S. are eligible for a $2,200 holiday stimulus payment."
500,Video shows Dr. Mehmet Oz and singer Reba McEntire promoting treatment for chronic lung diseases.
501,The NFL punished three referees in “the game between the Atlanta Falcons and the Minnesota Vikings.”
502,"Image shows Kate, the Princess of Wales, without hair."
503,“The NFL has abruptly fired three referees who officiated the game between the San Francisco 49ers and the Los Angeles Rams.”
504,Video shows Vice President Kamala Harris “is plastered again!”
505,"Tipster in UnitedHealthcare CEO killing is ineligible for reward money ""because she called 911 instead of the tip line."""
506,Government shutdowns in 2013 and 2018 “cost our economy billions of dollars each.”
507,"Spending plan to prevent a government shutdown includes “a pay increase for members of Congress from $174,000 to $243,000 per year.”"
508,"“Ivermectin is a treatment after Covid and after vaccination, it is an effective medicine in all phases of Covid 19.”"
509,Video shows footage of a “drone crash.”
510,“Elon Musk unveils a $100 Tesla tablet that will revolutionize the technological world.”
511,"“A Coca-Cola truck filled with kids was found by police in Cicero, Illinois.”"
512,"“Men’s swimming team refuses to compete against Lia Thomas, calling her a 'cheat'”"
513,New Jersey drones are searching for missing radioactive material.
514,Video shows a drone crashed in New Jersey.
515,“The school shooter in Madison Wisconsin Christian School shooting has been identified as a female identifying as a male.”
516,"""The city of… is being warned to be alert & vigilant as there is a serial killer on the run,” Robert Thibodeau."
517,"Drones reported in the U.S., including around the U.S. Capitol, have directed-energy weapons that have a “space-based laser generating system that can create pestilence.”"
518,Photo shows a downed drone
519,Photo of a young man in a tie shows Wisconsin school shooter Natalie Rupnow.
520,"Video shows “Yellowstone’s super volcano is now really, really exploding.”"
521,"A video shows President Joe Biden saying, “There are no drones over the United States.”"
522,“The Pentagon has confirmed that the mysterious drones appearing across the globe are NOT of earthly origin.”
523,“Pride flags permanently prohibited at FIFA Club World Cup 2025.”
524,Photos show mysterious drones reported flying over parts of New Jersey in November and December 2024.
525,Video shows Mitch McConnell appearing in a press conference with a bandage around his head.
526,Images show Taylor Swift with Elon Musk promoting a household energy consumption reduction device.
527,"“After meeting with Elon Musk, Republican leader Sen. John Thune announces plans to cut Social Security.”"
528,Six hundred body bags were “filled the first day” of Hurricane Helene recovery in North Carolina.
529,“Dr. Assad will return to ophthalmology after being deposed as president of Syria and plans to set up an eye clinic in Russia.”
530,“Texas declares bringing a pride flag to the classroom a crime.”
531,"Usuarios en redes sociales leen ‘manifiesto’ escrito por Luigi Mangione, el sospechoso de la muerte del ejecutivo de UnitedHealthcare."
532,“Elon Musk said he might run for governor of California.”
533,Video shows actor Kevin Costner and Dr. Mehmet Oz discussing treatment for chronic lung diseases.
534,The 14th Amendment “has never been challenged at SCOTUS.”
535,"Taylor Swift vowed to leave Elon Musk’s “toxic app X,” during the final moments of her Eras tour, calling him “rich, talented but heartless and immoral.”"
536,"“The Universities of Wisconsin are 43rd out of 50 states in the nation, in terms of public support for our universities. The $855 million (budget request) gets us up to average.”"
537,“A $7.20 an hour McDonalds employee … now gets a cool 1/2 million dollar reward” for helping police find the suspected UnitedHealthcare CEO shooter.
538,“Leaked secret recording” captured Ghana’s Vice President Mahamudu Bawumia calling Ghanaians “gullible and weak-minded.”
539,About 1% of federal employees are “actually working in the office.”
540,“New $40K AIDS cure is nearly 100% effective and requires two shots yearly.”
541,Photo shows pile of X-rated DVDs found at former Syrian president Bashar Assad’s palace.
542,"Substack article shows manifesto of Luigi Mangione, the suspect in health care executive's killing."
543,"“Brian Thompson, the CEO of UnitedHealthcare, was set to testify against Nancy Pelosi for insider trading.”"
544,“Joe Rogan to replace Rachel Maddow as MSNBC’s prime-time host after Elon Musk takeover.”
545,Video shows Fox News host Jeanine Pirro criticizing President-elect Donald Trump.
546,President-elect Donald Trump’s “plan to end birthright citizenship would mean (four) of his children wouldn't be considered US citizens.”
547,"Elon Musk criticized the UnitedHealthcare CEO shooter on X, saying, “It’s disgusting how everyone is turning this guy into some kind of folk hero.”"
548,FEMA delivered “only four” temporary housing units to Helene victims in North Carolina as of Nov. 20.
549,"A “no-strings-attached $1,000 stimulus” check has been approved for “every U.S. resident” ahead of Donald Trump’s presidency.”"
550,Video shows “NYC coming together to dance in the streets over the universal American love” of dead CEOs.
551,Video shows CEO homicide suspect Luigi Mangione posted YouTube videos teasing his plans
552,"Robert F. Kennedy Jr. posted on X that on Jan. 20, “I will be banning all consumption of Diet Coke in the United States.”"
553,UnitedHealthcare posted a job opening for a CEO 24 hours after its CEO was killed.
554,"“The population in Gaza has increased by 2.02% since Oct. 7, 2023.”"
555,"Elon Musk wrote on X that “without CEOs, the world would not be able to function” and “America will be destitute without us.”"
556,"""Vaccine researcher Peter Hotez says multiple viruses will be unleashed on America the day after Trump takes office."""
557,Fox News commentator Dr. Kelly Powers died from “turbo cancer” caused by COVID-19 vaccines.
558,“Trump was impeached for trying to investigate all the crimes that Joe Biden just pardoned Hunter over.”
559,“Elon Musk is not a citizen of the United States.”
560,"""Última hora: secuestraron al doctor Juan J. Rivera quien reveló un remedio casero que elimina la causa de la diabetes en solo un día""."
561,Photo shows President Joe Biden used his son Hunter’s injuries from a car accident as a photo opportunity when taking the oath of office for Senate in 1973.
562,“Bill Gates has been indicted in the Netherlands.”
563,“Elon Musk decides to withdraw support” for World Boxing Organization unless Imane Khelif’s “medal and $25 million bonus are revoked.”
564,“Pete Buttigieg will leave his post as Transportation Secretary having spent $7.5 billion to build 8 EV charging stations.”
565,"Former presidents George H.W. Bush and Jimmy Carter issued pardons to a son and brother, respectively."
566,"""President Trump has announced a plan to prosecute the Biden administration for the 325,000 kids that went ‘missing’ into human trafficking & sex slavery during their open border policies.”"
567,“Reba McEntire states drag queens shouldn’t be around kids.”
568,"""The famed ship at the bottom of the North Atlantic is actually not The Titanic. It is her near-identical sister ship The Olympic."""
569,“Elon Musk announces January 20th as the date for bombshell release of Diddy and Epstein client list.”
570,The NFL said Beyoncé is “not a good artist” and rejected her Christmas halftime show.
571,Donald Trump ordered the “Dallas Police Department and Dallas Attorney General’s Office to begin the preparation for the arrest” of a suspect in John F. Kennedy’s assassination.
572,"""Mark Wahlberg calls for immediate firing of teachers who removed American flags from classrooms"""
573,“Disney selling ABC for $20 Billion: New owner plans to cancel 'The View’.”
574,Kash Patel posted on X that “the FBI is gay.”
575,"A CNN headline says, “Elon Musk considers melting down Statue of Liberty to make series of limited edition cyber trucks"""
576,Elon Musk is “finally releasing his first flying car today.”
577,On pardoning his son Hunter Biden
578,Elon Musk demanda a “Whoopi Goldberg y The View” por $70 millones.
579,“Chick fil-A’s new policies have people thinking (of a) boycott.”
580,"“Elon Musk reveals Tesla 2025 motorhome for under $17,000!”"
581,Video shows President-elect Donald Trump announcing “free college education” in November 2024.
582,“Abortion clinics warn they’ll go bankrupt if Democrat ‘sex strike’ continues.”
583,"Smallpox was “never eradicated, it’s held in check by vaccines,” and RFK Jr. would eliminate coverage for the smallpox vaccine."
584,“The CDC says that little 6 month old babies must get SEVEN doses of the Covid vaccine in order to be considered fully ‘up to date’ on their vaccinations.”
585,"Rep. Marjorie Taylor Greene said “if every member of Congress had to resign for doing what Matt Gaetz has been accused of, Democrats would have a supermajority.’"""
586,"“Texas just gifted Trump 355,000 acres for deportation camps.”"
587,"Elon Musk dijo que ""¡El teléfono Tesla de 299 dólares será el final del iPhone!""."
588,"“Elon Musk, revela un nuevo motor impulsado por agua que promete cambiar por completo la industria automotriz”."
589,Says Travis Kelce quit X and called it a “toxic waste dump.”
590,"""Half of all Ukrainian aid was laundered and sent back to Democrat candidates for re-election."""
591,AOC posted that Trump’s election victory emboldened a conservative news outlet to call for her resignation because she’s a woman.
592,"""Ireland will pay you $90,000 to move to a beautiful island home.”"
593,"“Michael Jordan turns down $100 million Disney deal, declares he won’t work for wokeness.”"
594,"Celebrities including Bruce Springsteen, Robert De Niro, Robert Downey Jr., John Legend and Tom Hanks have announced they are leaving the U.S. following the 2024 election."
595,“Donald Trump has officially banned” same-sex marriage “in all 50 states in America.”
596,"“With your Democrat governor, you have some of the highest electricity prices and highest energy costs. It’s just about at the top in Wisconsin.”"
597,Donald Trump lost the popular vote by 2%.
598,"Una mujer posó junto a su hija con un cartel que dice, “Quiero que mi hija tenga el derecho a abortar que yo no tuve”."
599,“Rachel Maddow MELTS DOWN over Elon Musk posting memes about buying MSNBC.”
600,"""Donald Trump has appointed NBA legend Karl Malone as the new director of Child Protective Services."""
601,"A woman holds a sign that says, “I want my daughter to have the right to abortion that I didn’t have.”"
602,"""Kyle Rittenhouse registers a lien against Whoopi Goldberg’s Malibu home for $22 million.”"
603,“Taylor Swift has moved to Canada after leaving the U.S. following the big red wave.”
604,"""Billie Eilish turns down Oscar nomination and leaves US after MASSIVE RED WAVE"""
605,"There are “$6,400 in funds for every American to claim.”"
606,"“Elon Musk permanently bans Robert De Niro from X, declares ‘no room for his woke presence.’”"
607,President-elect Donald Trump called Joe Scarborough “a scolded dog” on Truth Social.
608,Says Elon Musk said he would suspend X “accounts calling me fat.”
609,"Says Elon Musk said, “The $299 Tesla phone will be the end of the iPhone.”"
610,“Parents of trans-species kids no longer getting money every month” because of President-elect Donald Trump.
611,The Associated Press misspelled Mississippi in a headline about the state’s literacy program.
612,FEMA brought 300 semi trucks to Michigan’s Oscoda-Wurtsmith Airport
613,"""Ballot dumps"" in Pennsylvania, California, North Carolina, Alaska and Wisconsin show election officials are improperly “flipping"" down-ballot seats for Democrats."
614,Fox News reported California Gov. Gavin Newsom “will withhold” California’s federal income tax.
615,"""Elon Musk bloquea el contenido de Disney Pride en X y dice que 'WOKE' no es para NIÑOS""."
616,"Bragg’s apple cider vinegar uses Bill Gates’ ‘Apeel’ apples, which harm the body."
617,“ABC issued an official statement confirming that Joy Behar and Whoopi Goldberg’s contracts will not be renewed.”
618,“NCAA shifts all medals from Lia Thomas to Riley Gaines.”
619,"“The U.S Senate accidentally passed a bill banning Trump from becoming President, and Biden is planning to sign it.”"
620,“Elon Musk sues ‘The View’ and Whoopi Goldberg for $70 million.”
621,Video shows floods in Spain and France.
622,“Elon Musk thinks that posting what you eat is worthy of a suspension” from X.
623,Mike Tyson posed with the Palestinian flag before his Nov. 15 fight against Jake Paul.
624,"Says Sen. Bob Casey, D-Pa., “is trying to change the outcome of the election by counting NON-CITIZEN votes.”"
625,“Elon Musk bans DreamWorks Animation from X for promoting Pride.”
626,"""McDonald’s offered 850 million to RFK for hush money” related to its frying oil."
627,"“Elon Musk blocks Disney’s pride content on X, says ‘woke’ isn’t for kids.”"
628,"""Following Chiefs, Steelers also announce boycott of Pride nights.”"
629,“Gas prices drop an average of $4 across red states.”
630,"“Elon Musk: 'I Am Releasing Tesla's $7,000 NEW Car That Runs On PURE Solar Power!’”"
631,“Stunning Knockout: Mike Tyson Defeats Jake Paul in Just 50 Seconds with a Devastating K.O.”
632,"Says Taylor Swift said, “Elon Musk, the first human in history, to be radicalized by his own algorithm.”"
633,“Elon Musk has $180 Billion and there are 8B people on earth. If he gave us each $1B he’d still have $172B left.”
634,Elon Musk anunció que “está comprando oficialmente McDonald's”.
635,Israeli Prime Minister Benjamin Netanyahu hospitalized with “serious health issue.”
636,"“Red Cross is set to close shelters across North Carolina on Nov. 15. Families staying in these shelters are being told: ‘If you don’t have a safe place to take your children, you won’t be leaving with them.’”"
637,“Fewer people came in under President Biden than came under Donald Trump.”
638,Donald Trump chose a provocative song to describe Kamala Harris during a presidential debate.
639,Elon Musk has invented a small gadget to slash energy bills.
640,"“Kroger, Food Lion and Publix announce a 4% price cut across the board.”"
641,“Biden agreed to a recount” in the 2024 presidential election.
642,“Breaking: Trump names Boebert secretary of education”
643,"“Ella Emhoff, la hijastra de Kamala Harris, ha sido internada en un hospital psiquiátrico tras la derrota de su madrastra ante” Donald Trump."
644,Says the election results are suspicious because opponent U.S. Sen. Baldwin won “nearly 90%” of absentee ballots in Milwaukee.
645,"""Elon Musk surprises the world with Ford acquisition."""
646,Photo shows a missing police officer.
647,Image shows Joe Biden and Trump meeting at the White House on Nov. 13.
648,This video shows floods in Spain.
649,ABC News aired footage of home invaders fleeing after being threatened with a rocket-propelled grenade.
650,A “ballot dump” around 4 a.m. in Milwaukee shows the Wisconsin Senate election was stolen from the Republican candidate.
651,Photo shows Taylor Swift after she “broke down in tears on live television the moment the race was called for President Trump.”
652,"Nissan just announced 9,000 layoffs in Tennessee “to avoid severe losses due to expected tariffs.”"
653,“Sephora donated BIG to Trump’s campaign.”
654,"“Ella Emhoff, Kamala’s step-daughter, suffered a mental breakdown … due to the grief from Kamala’s humiliating loss, and was admitted to an in-patient mental health crisis center in NY.”"
655,Video shows a “massive rally in the UK for President Trump” after Election Day 2024.
656,"“Every single county in America, every single county, Kamala Harris did worse than Joe Biden did.”"
657,Special Counsel “Jack Smith has been fired” as of Nov. 6.
658,“It was just Biden and Trump in 2020” general election ballots.
659,"""The Heritage Foundation is behind Project25. Their Director of Finance is David Green. Owner of Hobby Lobby."""
660,“Breaking News: ‘The Era of King Charles Has Ended’ – Buckingham Palace Raises the White Flag.”
661,Elon Musk and Vivek Ramaswamy are “part of the World Economic Forum.”
662,"“NATO Secretary General Mark Rutte says that ‘if Trump surrenders Ukraine to Putin, he will personally expel the United States from the alliance.’”"
663,"“Beyoncé excludes red states from tour, ‘This isn’t my America.’”"
